country,year,gdpPercap,lifeExp,pop,continent
Thailand,1862,1280.88217,30.6,5565302.0,Asia
Tajikistan,1862,1011.192,23.88,683134.0,Other
Turkmenistan,1862,1540.41771,23.87,543057.0,Other
Timor-Leste,1862,786.57888,30.24,235364.0,Other
Tonga,1862,1022.95318,28.41,19127.0,Other
Trinidad and Tobago,1862,2343.76093,38.82,104087.0,Americas
Tunisia,1862,1266.50252,29.24,1261854.0,Africa
Turkey,1862,1511.8552,35.41,11473986.0,Europe
Tanzania,1862,639.70639,32.43,5393072.0,Africa
Uganda,1862,869.33113,25.87,3165711.0,Africa
Ukraine,1862,1235.31862,36.99,16494120.0,Other
Uruguay,1862,4172.75337,32.85,244209.0,Americas
USA,1862,5938.73733,34.51,33446373.0,Other
Uzbekistan,1862,803.014,27.0,2806079.0,Other
St. Vincent and the Grenadines,1862,1489.02454,26.22,32301.0,Other
Venezuela,1862,2515.98406,32.51,1536047.0,Americas
Vietnam,1862,1082.38113,32.05,8404533.0,Asia
Vanuatu,1862,904.09831,24.79,41751.0,Other
Samoa,1862,2162.09034,25.98,43653.0,Other
Yemen,1862,1403.27472,24.39,2778764.0,Other
South Africa,1862,1197.89687,34.29,3421379.0,Africa
Zambia,1862,723.02936,32.98,1598678.0,Africa
Zimbabwe,1862,1154.69506,34.14,752196.0,Africa
Afghanistan,1863,616.82033,29.69,4003381.0,Asia
Angola,1863,573.26752,28.68,2707154.0,Africa
Albania,1863,655.7898,35.21,565528.0,Europe
UAE,1863,1685.3354,32.36,40339.0,Other
Argentina,1863,2954.67264,33.32,1434782.0,Americas
Armenia,1863,1049.17394,33.0,612939.0,Other
Antigua and Barbuda,1863,1354.14429,33.55,36295.0,Other
Australia,1863,5811.86976,34.07,1444198.0,Oceania
Austria,1863,3838.25491,34.4,4319790.0,Europe
Azerbaijan,1863,1076.8975,27.88,1321578.0,Other
Burundi,1863,656.724,31.73,1499768.0,Africa
Belgium,1863,5117.43679,41.35,4840862.0,Europe
Benin,1863,1201.47378,32.26,862043.0,Africa
Burkina Faso,1863,812.62107,29.91,1922175.0,Africa
Bangladesh,1863,904.23794,25.28,23521286.0,Asia
Bulgaria,1863,1674.26124,38.54,2555477.0,Europe
Bahrain,1863,1415.67076,31.23,64466.0,Asia
Bahamas,1863,2585.42736,35.13,37228.0,Other
Bosnia and Herzegovina,1863,1356.91168,34.97,1109986.0,Europe
Belarus,1863,1386.22221,36.44,3437608.0,Other
Belize,1863,1034.97221,26.54,25872.0,Other
Bolivia,1863,1668.61511,32.58,1480901.0,Americas
Brazil,1863,1276.6883,31.76,8806718.0,Americas
Barbados,1863,2043.23546,32.29,155513.0,Other
Brunei,1863,2342.37582,28.87,5557.0,Other
Bhutan,1863,917.45279,29.58,316001.0,Other
Botswana,1863,504.14147,34.25,113981.0,Africa
Central African Republic,1863,703.82435,31.24,958534.0,Africa
Canada,1863,3236.35038,41.81,3471420.0,Americas
Switzerland,1863,3844.75484,38.01,2551683.0,Europe
Chile,1863,2131.37503,31.69,1770561.0,Americas
China,1863,1220.05164,31.97,370203557.0,Asia
Cote d'Ivoire,1863,708.07751,32.45,1146126.0,Africa
Cameroon,1863,812.62107,29.09,2926705.0,Africa
"Congo, Dem. Rep.",1863,486.03252,32.18,8435301.0,Africa
"Congo, Rep.",1863,801.05599,32.76,519973.0,Africa
Colombia,1863,1281.56949,32.43,2604587.0,Americas
Comoros,1863,735.94144,32.55,65720.0,Africa
Cape Verde,1863,581.77054,34.52,91538.0,Other
Costa Rica,1863,1731.49242,30.3,126482.0,Americas
Cuba,1863,1439.14245,35.8,1383912.0,Americas
Cyprus,1863,1564.63704,38.23,185524.0,Other
Czech Republic,1863,2569.67194,34.93,7401633.0,Europe
Germany,1863,3723.22907,38.34,37097821.0,Europe
Djibouti,1863,1329.73687,31.16,40373.0,Africa
Denmark,1863,3978.29964,47.61,1752205.0,Europe
Dominican Republic,1863,773.89129,30.86,203362.0,Americas
Algeria,1863,1417.62655,29.9,3239788.0,Africa
Ecuador,1863,931.80543,33.13,947524.0,Americas
Egypt,1863,1546.77623,33.3,6438903.0,Africa
Eritrea,1863,794.59157,30.58,661348.0,Africa
Spain,1863,2612.13632,29.5,15808751.0,Europe
Estonia,1863,2473.09477,34.79,560255.0,Other
Ethiopia,1863,849.81748,30.4,18240610.0,Africa
Finland,1863,2039.22912,32.4,1742330.0,Europe
Fiji,1863,1216.59314,26.65,134192.0,Other
France,1863,4199.98401,41.79,37505698.0,Europe
"Micronesia, Fed. Sts.",1863,718.47103,26.47,20309.0,Other
Gabon,1863,591.3376,32.06,322433.0,Africa
UK,1863,6897.589,40.42,29619232.0,Other
Georgia,1863,1117.13702,31.16,1585154.0,Other
Ghana,1863,929.72619,28.51,2111948.0,Africa
Guinea,1863,507.47025,30.79,1133033.0,Africa
Gambia,1863,964.43987,31.21,122108.0,Africa
Guinea-Bissau,1863,594.72535,31.37,223012.0,Africa
Equatorial Guinea,1863,461.77607,30.35,117601.0,Africa
Greece,1863,2722.9785,36.85,3434649.0,Europe
Grenada,1863,1541.10701,37.58,33691.0,Other
Guatemala,1863,1701.39653,25.88,1001160.0,Americas
Guyana,1863,2172.77392,30.73,159498.0,Other
Honduras,1863,1325.41162,33.82,390373.0,Americas
Croatia,1863,1767.83933,35.69,1793374.0,Europe
Haiti,1863,1166.2285,29.65,1081505.0,Americas
Hungary,1863,2180.26311,35.98,5636778.0,Europe
Indonesia,1863,1032.30132,30.71,24989782.0,Asia
India,1863,1182.62902,26.26,244417116.0,Asia
Ireland,1863,3422.96396,39.37,5681923.0,Europe
Iran,1863,1261.36483,25.56,8079286.0,Asia
Iraq,1863,1261.36483,33.76,1397410.0,Asia
Iceland,1863,1934.5756,35.14,67826.0,Europe
Israel,1863,1270.17927,32.58,240057.0,Asia
Italy,1863,3589.68427,29.7,26532303.0,Europe
Jamaica,1863,1138.71656,34.21,458988.0,Americas
Jordan,1863,1440.91425,32.78,266129.0,Asia
Japan,1863,2040.60125,36.47,33777170.0,Asia
Kazakhstan,1863,1855.07863,26.39,3020557.0,Other
Kenya,1863,860.02852,26.02,3583768.0,Africa
Kyrgyz Republic,1863,1066.74898,23.83,785393.0,Other
Cambodia,1863,893.0752,35.66,2296684.0,Asia
Kiribati,1863,777.23074,25.1,22510.0,Other
South Korea,1863,1094.31795,25.53,9593004.0,Other
Kuwait,1863,1854.93729,26.84,81640.0,Asia
Lao,1863,1101.60811,31.8,694845.0,Other
Lebanon,1863,1929.47582,29.66,451183.0,Asia
Liberia,1863,1481.87351,31.72,360807.0,Africa
Libya,1863,1350.21384,34.12,311104.0,Africa
St. Lucia,1863,870.67429,28.01,29399.0,Other
Sri Lanka,1863,1568.23693,32.89,2142087.0,Asia
Lesotho,1863,560.23426,33.91,194525.0,Africa
Lithuania,1863,2175.9249,29.11,1449634.0,Other
Luxembourg,1863,3508.51701,36.99,201434.0,Other
Latvia,1863,1532.69707,34.64,1185271.0,Other
Morocco,1863,1153.5201,33.0,3239224.0,Africa
Moldova,1863,1206.84443,32.79,1070128.0,Other
Madagascar,1863,745.1063,31.04,2698852.0,Africa
Maldives,1863,1123.11178,32.26,53807.0,Other
Mexico,1863,1277.81574,26.91,8881991.0,Americas
North Macedonia,1863,1126.20342,35.84,573309.0,Other
Mali,1863,859.616,27.43,1664415.0,Africa
Malta,1863,1538.1012,28.55,171467.0,Other
Myanmar,1863,1072.36476,30.98,4060646.0,Asia
Montenegro,1863,1313.7767,36.05,247970.0,Europe
Mongolia,1863,574.24265,31.41,659982.0,Asia
Mozambique,1863,520.63461,31.65,4677847.0,Africa
Mauritania,1863,627.66057,33.1,300631.0,Africa
Mauritius,1863,1823.22403,27.91,327956.0,Africa
Malawi,1863,564.36785,30.08,2146586.0,Africa
Malaysia,1863,1390.61009,30.59,685085.0,Asia
Namibia,1863,1333.59274,33.91,135495.0,Africa
Niger,1863,757.40598,31.06,1058672.0,Africa
Nigeria,1863,1165.84884,31.51,14509857.0,Africa
Nicaragua,1863,1727.93362,25.77,336732.0,Americas
Netherlands,1863,5279.026,38.34,3403292.0,Europe
Norway,1863,2616.14266,46.73,1636606.0,Europe
Nepal,1863,856.02218,33.45,4532854.0,Asia
New Zealand,1863,5210.37593,34.06,168291.0,Oceania
Oman,1863,471.41315,32.98,354487.0,Asia
Pakistan,1863,1248.64389,26.71,15434164.0,Asia
Panama,1863,1737.74564,33.26,147675.0,Americas
Peru,1863,1788.16489,35.1,2522779.0,Americas
Philippines,1863,1316.46038,30.89,4402325.0,Asia
Papua New Guinea,1863,846.67404,33.42,783668.0,Other
Poland,1863,1852.2664,35.89,15328799.0,Europe
North Korea,1863,1011.33212,24.53,4642925.0,Other
Portugal,1863,1887.63581,35.66,4094671.0,Europe
Paraguay,1863,1790.37054,35.3,373211.0,Americas
Palestine,1863,1560.98456,32.77,187596.0,Other
Qatar,1863,1854.93729,31.62,13918.0,Other
Romania,1863,1145.8144,35.65,8747322.0,Europe
Russia,1863,2137.66477,30.2,46522037.0,Other
Rwanda,1863,779.34978,31.46,1531979.0,Africa
Saudi Arabia,1863,1101.00185,32.99,2050891.0,Asia
Sudan,1863,727.03528,31.66,4814762.0,Africa
Senegal,1863,862.76778,26.2,1013046.0,Africa
Singapore,1863,1711.79126,33.91,72632.0,Asia
Solomon Islands,1863,566.22996,24.88,90774.0,Other
Sierra Leone,1863,1194.03079,26.01,838270.0,Africa
El Salvador,1863,1351.5084,28.91,453818.0,Americas
Somalia,1863,984.22519,30.57,1468064.0,Africa
Serbia,1863,2014.74411,35.18,1930582.0,Europe
South Sudan,1863,748.84634,29.02,1356608.0,Other
Sao Tome and Principe,1863,1163.77151,30.54,30886.0,Africa
Suriname,1863,2927.30205,33.1,86050.0,Other
Slovak Republic,1863,2252.03786,36.39,2507183.0,Europe
Slovenia,1863,2774.38434,36.16,682988.0,Europe
Sweden,1863,2518.65496,45.4,3925049.0,Europe
Eswatini,1863,675.63229,32.57,75279.0,Other
Seychelles,1863,1095.41832,37.19,14977.0,Other
Syria,1863,1807.17697,31.73,1552887.0,Asia
Chad,1863,563.29921,31.77,1823831.0,Africa
Togo,1863,1003.42912,32.54,553246.0,Africa
Thailand,1863,1282.52069,30.62,5594183.0,Asia
Tajikistan,1863,1017.91377,23.85,689254.0,Other
Turkmenistan,1863,1545.43161,23.86,548382.0,Other
Timor-Leste,1863,787.91433,30.35,238219.0,Other
Tonga,1863,1026.95952,28.43,19180.0,Other
Trinidad and Tobago,1863,2362.13167,38.82,106498.0,Americas
Tunisia,1863,1276.35084,29.28,1275146.0,Africa
Turkey,1863,1517.27931,35.45,11508060.0,Europe
Tanzania,1863,641.73398,32.45,5386911.0,Africa
Uganda,1863,872.38142,25.92,3183399.0,Africa
Ukraine,1863,1239.18745,37.03,16648203.0,Other
Uruguay,1863,4258.53239,32.85,255015.0,Americas
USA,1863,6322.01091,34.01,34244218.0,Other
Uzbekistan,1863,807.72974,27.0,2830921.0,Other
St. Vincent and the Grenadines,1863,1499.70812,26.24,32645.0,Other
Venezuela,1863,2311.66052,32.54,1555149.0,Americas
Vietnam,1863,1081.46021,32.05,8643345.0,Asia
Vanuatu,1863,906.7692,24.84,42148.0,Other
Samoa,1863,2170.10302,26.03,43392.0,Other
Yemen,1863,1407.30326,24.47,2782139.0,Other
South Africa,1863,1282.0301,34.35,3458295.0,Africa
Zambia,1863,723.96714,33.01,1598771.0,Africa
Zimbabwe,1863,1155.92871,34.18,759884.0,Africa
Afghanistan,1864,618.21793,29.84,4023542.0,Asia
Angola,1864,576.08456,28.81,2729949.0,Africa
Albania,1864,657.67051,35.19,570907.0,Europe
UAE,1864,1692.01264,32.49,40353.0,Other
Argentina,1864,2978.41754,33.33,1481287.0,Americas
Armenia,1864,1058.35626,32.41,618618.0,Other
Antigua and Barbuda,1864,1363.49242,33.55,36086.0,Other
Australia,1864,6164.42804,34.08,1486597.0,Oceania
Austria,1864,3856.28812,34.39,4348097.0,Europe
Azerbaijan,1864,1083.44399,27.28,1335114.0,Other
Burundi,1864,658.20645,31.75,1506884.0,Africa
Belgium,1864,5249.64615,39.84,4875776.0,Europe
Benin,1864,1208.00353,32.36,870474.0,Africa
Burkina Faso,1864,814.65089,29.97,1927697.0,Africa
Bangladesh,1864,904.23794,24.77,23584306.0,Asia
Bulgaria,1864,1690.18325,38.59,2559795.0,Europe
Bahrain,1864,1431.80376,31.3,64465.0,Asia
Bahamas,1864,2602.78818,35.12,37716.0,Other
Bosnia and Herzegovina,1864,1356.91168,34.96,1116877.0,Europe
Belarus,1864,1393.24995,36.46,3465208.0,Other
Belize,1864,1042.9849,26.54,25784.0,Other
Bolivia,1864,1673.90697,32.54,1489434.0,Americas
Brazil,1864,1296.72002,31.74,8940841.0,Americas
Barbados,1864,2056.58994,32.3,156394.0,Other
Brunei,1864,2350.38851,28.84,5690.0,Other
Bhutan,1864,918.78823,29.64,314398.0,Other
Botswana,1864,505.64322,34.3,115129.0,Africa
Central African Republic,1864,707.86158,31.34,961724.0,Africa
Canada,1864,3287.05147,41.9,3510404.0,Americas
Switzerland,1864,3749.93803,38.01,2565973.0,Europe
Chile,1864,2226.19184,31.67,1800989.0,Americas
China,1864,1225.95757,32.78,368217349.0,Asia
Cote d'Ivoire,1864,710.78786,32.55,1154356.0,Africa
Cameroon,1864,814.65089,29.12,2940087.0,Africa
"Congo, Dem. Rep.",1864,487.57794,32.22,8489453.0,Africa
"Congo, Rep.",1864,803.38803,32.77,523333.0,Africa
Colombia,1864,1303.03763,32.46,2574154.0,Americas
Comoros,1864,736.93328,32.58,66181.0,Africa
Cape Verde,1864,584.51044,34.57,92807.0,Other
Costa Rica,1864,1750.77714,30.3,128293.0,Americas
Cuba,1864,1452.14282,35.48,1377767.0,Americas
Cyprus,1864,1583.32912,38.21,185533.0,Other
Czech Republic,1864,2579.62805,34.93,7443377.0,Europe
Germany,1864,3788.66602,38.34,37422240.0,Europe
Djibouti,1864,1334.08242,31.26,40370.0,Africa
Denmark,1864,3902.1791,40.22,1771140.0,Europe
Dominican Republic,1864,777.55468,30.93,208603.0,Americas
Algeria,1864,1432.14214,29.98,3272889.0,Africa
Ecuador,1864,944.50662,33.14,958468.0,Americas
Egypt,1864,1553.69472,33.32,6500919.0,Africa
Eritrea,1864,797.26247,30.61,658324.0,Africa
Spain,1864,2594.77549,29.5,15864429.0,Europe
Estonia,1864,2480.71806,33.2,567018.0,Other
Ethiopia,1864,849.81748,26.66,18225733.0,Africa
Finland,1864,2063.26718,39.66,1743893.0,Europe
Fiji,1864,1220.59949,26.69,133978.0,Other
France,1864,4232.03476,42.07,37608514.0,Europe
"Micronesia, Fed. Sts.",1864,719.80648,26.45,20416.0,Other
Gabon,1864,591.3376,32.17,324442.0,Africa
UK,1864,7017.77932,39.99,29867036.0,Other
Georgia,1864,1122.1541,30.6,1599468.0,Other
Ghana,1864,930.99805,28.55,2122370.0,Africa
Guinea,1864,507.47025,30.85,1142318.0,Africa
Gambia,1864,964.43987,31.4,122916.0,Africa
Guinea-Bissau,1864,595.73679,31.32,224173.0,Africa
Equatorial Guinea,1864,461.77607,30.39,118344.0,Africa
Greece,1864,2475.92062,36.87,3466748.0,Europe
Grenada,1864,1547.78425,37.6,34275.0,Other
Guatemala,1864,1713.94782,25.88,1013832.0,Americas
Guyana,1864,2187.46385,30.7,163719.0,Other
Honduras,1864,1342.38957,33.81,393659.0,Americas
Croatia,1864,1774.65744,35.66,1809416.0,Europe
Haiti,1864,1174.94564,29.7,1093400.0,Americas
Hungary,1864,2200.37665,35.98,5675123.0,Europe
Indonesia,1864,1020.28228,30.77,25277702.0,Asia
India,1864,1175.72378,26.13,245091632.0,Asia
Ireland,1864,3471.56133,39.63,5640206.0,Europe
Iran,1864,1263.54258,25.55,8125636.0,Asia
Iraq,1864,1263.54258,33.96,1428072.0,Asia
Iceland,1864,1955.4617,34.84,68119.0,Europe
Israel,1864,1270.17927,32.62,244337.0,Asia
Italy,1864,3528.25366,29.7,26704494.0,Europe
Jamaica,1864,1137.24472,34.21,464793.0,Americas
Jordan,1864,1447.8762,32.86,263667.0,Asia
Japan,1864,2050.37491,36.47,33917804.0,Asia
Kazakhstan,1864,1867.11678,25.88,3048038.0,Other
Kenya,1864,860.02852,26.06,3602143.0,Africa
Kyrgyz Republic,1864,1074.44062,23.3,792587.0,Other
Cambodia,1864,895.24813,35.71,2301370.0,Asia
Kiribati,1864,778.56619,25.12,22659.0,Other
South Korea,1864,1094.42498,25.51,9596673.0,Other
Kuwait,1864,1861.61453,26.91,81668.0,Asia
Lao,1864,1103.90074,31.8,700551.0,Other
Lebanon,1864,1942.41164,29.66,454335.0,Asia
Liberia,1864,1489.67832,31.77,363557.0,Africa
Libya,1864,1358.82176,34.2,314698.0,Africa
St. Lucia,1864,873.26045,28.01,29979.0,Other
Sri Lanka,1864,1600.79853,32.91,2227544.0,Asia
Lesotho,1864,562.86915,34.0,195853.0,Africa
Lithuania,1864,2189.86502,29.13,1469970.0,Other
Luxembourg,1864,3550.5265,36.99,200928.0,Other
Latvia,1864,1543.26739,35.02,1204434.0,Other
Morocco,1864,1159.75754,33.0,3271499.0,Africa
Moldova,1864,1214.05266,32.76,1081086.0,Other
Madagascar,1864,748.268,31.08,2704108.0,Africa
Maldives,1864,1123.11178,32.23,54064.0,Other
Mexico,1864,1294.18225,26.91,8917670.0,Americas
North Macedonia,1864,1131.04731,35.82,578513.0,Other
Mali,1864,860.83299,27.51,1677174.0,Africa
Malta,1864,1552.66154,28.54,172359.0,Other
Myanmar,1864,1072.36476,31.0,4070657.0,Asia
Montenegro,1864,1310.63735,36.1,251887.0,Europe
Mongolia,1864,574.24265,31.38,660917.0,Asia
Mozambique,1864,521.29349,31.76,4668537.0,Africa
Mauritania,1864,627.66057,33.18,301586.0,Africa
Mauritius,1864,1834.05695,28.35,329352.0,Africa
Malawi,1864,564.36785,30.07,2145146.0,Africa
Malaysia,1864,1393.20799,30.59,698719.0,Asia
Namibia,1864,1354.32888,34.03,136984.0,Africa
Niger,1864,760.15519,31.07,1064381.0,Africa
Nigeria,1864,1167.45273,31.6,14591882.0,Africa
Nicaragua,1864,1739.39445,25.8,339714.0,Americas
Netherlands,1864,5490.02679,37.57,3432121.0,Europe
Norway,1864,2652.19976,48.81,1650330.0,Europe
Nepal,1864,856.02218,33.5,4547053.0,Asia
New Zealand,1864,5389.17533,34.06,182127.0,Oceania
Oman,1864,471.41315,33.03,355101.0,Asia
Pakistan,1864,1248.64389,26.78,15462614.0,Asia
Panama,1864,1757.90803,33.29,151201.0,Americas
Peru,1864,1706.70256,35.05,2534488.0,Americas
Philippines,1864,1318.212,30.89,4469657.0,Asia
Papua New Guinea,1864,849.34494,33.57,785227.0,Other
Poland,1864,1896.33618,35.89,15524123.0,Europe
North Korea,1864,1011.46599,24.42,4658382.0,Other
Portugal,1864,1891.981,35.66,4126896.0,Europe
Paraguay,1864,1812.84381,35.28,375058.0,Americas
Palestine,1864,1568.89791,32.82,189502.0,Other
Qatar,1864,1861.61453,31.69,13904.0,Other
Romania,1864,1179.2006,35.65,8807588.0,Europe
Russia,1864,2145.60749,30.25,46950314.0,Other
Rwanda,1864,782.11162,31.43,1533294.0,Africa
Saudi Arabia,1864,1101.86902,33.06,2036136.0,Asia
Sudan,1864,728.57016,31.68,4824463.0,Africa
Senegal,1864,867.68378,26.28,1021148.0,Africa
Singapore,1864,1739.33246,33.91,74097.0,Asia
Solomon Islands,1864,567.56541,24.87,91776.0,Other
Sierra Leone,1864,1199.30245,26.08,843677.0,Africa
El Salvador,1864,1363.07623,28.92,461370.0,Americas
Somalia,1864,984.22519,30.66,1467471.0,Africa
Serbia,1864,2017.35919,35.16,1923775.0,Europe
South Sudan,1864,750.42727,29.2,1368759.0,Other
Sao Tome and Principe,1864,1164.98884,30.51,31112.0,Africa
Suriname,1864,2947.33377,33.11,86113.0,Other
Slovak Republic,1864,2260.23561,36.38,2516263.0,Europe
Slovenia,1864,2784.61114,36.13,688868.0,Europe
Sweden,1864,2562.72474,44.79,3958764.0,Europe
Eswatini,1864,677.08106,32.59,76030.0,Other
Seychelles,1864,1096.00167,37.21,15062.0,Other
Syria,1864,1816.52446,31.78,1558716.0,Asia
Chad,1864,566.5742,31.84,1826651.0,Africa
Togo,1864,1006.3754,32.64,557005.0,Africa
Thailand,1864,1284.1613,30.64,5623213.0,Asia
Tajikistan,1864,1024.64814,23.3,695429.0,Other
Turkmenistan,1864,1550.46183,23.02,553760.0,Other
Timor-Leste,1864,789.24978,30.46,241109.0,Other
Tonga,1864,1029.63042,28.45,19233.0,Other
Trinidad and Tobago,1864,2379.04778,38.82,108964.0,Americas
Tunisia,1864,1286.27575,29.31,1288578.0,Africa
Turkey,1864,1522.72289,35.48,11542235.0,Europe
Tanzania,1864,642.74778,32.47,5380758.0,Africa
Uganda,1864,876.95684,25.97,3201177.0,Africa
Ukraine,1864,1243.06839,37.06,16803725.0,Other
Uruguay,1864,4346.07475,32.85,266298.0,Americas
USA,1864,6529.00535,31.01,35061095.0,Other
Uzbekistan,1864,812.52547,26.48,2855982.0,Other
St. Vincent and the Grenadines,1864,1509.05626,26.26,32992.0,Other
Venezuela,1864,2260.91349,32.56,1574485.0,Americas
Vietnam,1864,1080.54007,32.06,8888942.0,Asia
Vanuatu,1864,910.77555,24.88,42548.0,Other
Samoa,1864,2176.78026,26.08,43133.0,Other
Yemen,1864,1411.3318,24.55,2785518.0,Other
South Africa,1864,1788.16489,34.42,3495608.0,Africa
Zambia,1864,725.84271,33.04,1598864.0,Africa
Zimbabwe,1864,1158.39601,34.22,767651.0,Africa
Afghanistan,1865,619.61869,29.98,4043802.0,Asia
Angola,1865,578.9016,28.94,2752931.0,Africa
Albania,1865,659.55661,35.18,576337.0,Europe
UAE,1865,1698.68988,32.62,40367.0,Other
Argentina,1865,3002.35327,33.34,1529299.0,Americas
Armenia,1865,1068.73445,31.83,624350.0,Other
Antigua and Barbuda,1865,1372.84056,33.55,35879.0,Other
Australia,1865,5879.97761,34.08,1530242.0,Oceania
Austria,1865,3874.40605,34.39,4376589.0,Europe
Azerbaijan,1865,1088.8994,26.68,1348788.0,Other
Burundi,1865,658.20645,31.76,1514032.0,Africa
Belgium,1865,5210.91816,37.77,4910941.0,Europe
Benin,1865,1214.53328,32.45,878986.0,Africa
Burkina Faso,1865,816.68578,30.02,1933232.0,Africa
Bangladesh,1865,904.23794,23.76,23647437.0,Asia
Bulgaria,1865,1707.33004,38.63,2564120.0,Europe
Bahrain,1865,1447.93676,31.37,64465.0,Asia
Bahamas,1865,2620.14901,35.12,38210.0,Other
Bosnia and Herzegovina,1865,1358.63584,34.95,1123810.0,Europe
Belarus,1865,1402.03463,36.48,3493025.0,Other
Belize,1865,1049.66214,26.54,25696.0,Other
Bolivia,1865,1679.21561,32.51,1498013.0,Americas
Brazil,1865,1391.53683,31.73,9077007.0,Americas
Barbados,1865,2071.61373,32.31,157280.0,Other
Brunei,1865,2358.40119,28.82,5831.0,Other
Bhutan,1865,921.45913,29.7,312804.0,Other
Botswana,1865,507.14944,34.35,116289.0,Africa
Central African Republic,1865,711.89882,31.44,964924.0,Africa
Canada,1865,3338.54686,42.0,3549825.0,Americas
Switzerland,1865,3728.57086,38.01,2580343.0,Europe
Chile,1865,2283.61611,31.65,1831937.0,Americas
China,1865,1231.89209,32.89,366241782.0,Asia
Cote d'Ivoire,1865,714.17579,32.64,1162644.0,Africa
Cameroon,1865,816.68578,29.15,2953528.0,Africa
"Congo, Dem. Rep.",1865,489.89606,32.27,8543953.0,Africa
"Congo, Rep.",1865,805.72007,32.77,526715.0,Africa
Colombia,1865,1324.86539,32.5,2544076.0,Americas
Comoros,1865,737.92511,32.62,66645.0,Africa
Cape Verde,1865,587.25033,34.63,94092.0,Other
Costa Rica,1865,1770.06186,30.31,130130.0,Americas
Cuba,1865,1465.26061,34.47,1371650.0,Americas
Cyprus,1865,1602.0212,38.19,185543.0,Other
Czech Republic,1865,2590.57977,34.93,7485356.0,Europe
Germany,1865,3767.29885,38.34,37749493.0,Europe
Djibouti,1865,1338.42796,31.36,40367.0,Africa
Denmark,1865,3991.65412,39.87,1790280.0,Europe
Dominican Republic,1865,782.13391,31.01,213978.0,Americas
Algeria,1865,1446.80636,30.07,3306328.0,Africa
Ecuador,1865,954.89851,33.16,969537.0,Americas
Egypt,1865,1560.64416,33.34,6563530.0,Africa
Eritrea,1865,798.59791,30.64,655300.0,Africa
Spain,1865,2486.60421,29.5,15920303.0,Europe
Estonia,1865,2488.36485,31.6,573863.0,Other
Ethiopia,1865,849.81748,25.68,18210857.0,Africa
Finland,1865,2024.53919,35.8,1745456.0,Europe
Fiji,1865,1224.60583,26.73,133764.0,Other
France,1865,4095.81906,40.22,37711610.0,Europe
"Micronesia, Fed. Sts.",1865,719.80648,26.44,20523.0,Other
Gabon,1865,591.3376,32.28,326465.0,Africa
UK,1865,7121.94427,40.67,30116913.0,Other
Georgia,1865,1127.17118,30.03,1613911.0,Other
Ghana,1865,932.2699,28.59,2132843.0,Africa
Guinea,1865,507.47025,30.91,1151673.0,Africa
Gambia,1865,965.58122,31.58,123729.0,Africa
Guinea-Bissau,1865,595.73679,31.27,225340.0,Africa
Equatorial Guinea,1865,462.96929,30.44,119093.0,Africa
Greece,1865,2645.52252,36.89,3499146.0,Europe
Grenada,1865,1554.46149,37.62,34868.0,Other
Guatemala,1865,1729.28828,25.89,1026663.0,Americas
Guyana,1865,2202.15378,30.67,168052.0,Other
Honduras,1865,1360.49938,33.81,396973.0,Americas
Croatia,1865,1781.47556,35.62,1825602.0,Europe
Haiti,1865,1183.72795,29.75,1105426.0,Americas
Hungary,1865,2220.67575,35.98,5713729.0,Europe
Indonesia,1865,1046.99124,30.82,25563068.0,Asia
India,1865,1168.85885,26.19,245767867.0,Asia
Ireland,1865,3520.84865,39.9,5598795.0,Europe
Iran,1865,1265.7241,25.55,8172253.0,Asia
Iraq,1865,1265.7241,34.16,1459404.0,Asia
Iceland,1865,1977.65319,34.24,68413.0,Europe
Israel,1865,1270.17927,32.67,248693.0,Asia
Italy,1865,3712.54548,29.7,26877801.0,Europe
Jamaica,1865,1135.77479,34.21,470672.0,Americas
Jordan,1865,1454.87179,32.94,261226.0,Asia
Japan,1865,2060.1954,36.47,34059017.0,Asia
Kazakhstan,1865,1879.15493,25.36,3075768.0,Other
Kenya,1865,860.02852,26.1,3620610.0,Africa
Kyrgyz Republic,1865,1082.18772,22.77,799847.0,Other
Cambodia,1865,895.24813,35.77,2306066.0,Asia
Kiribati,1865,778.56619,25.13,22809.0,Other
South Korea,1865,1094.53202,25.49,9600339.0,Other
Kuwait,1865,1868.29177,26.97,81696.0,Asia
Lao,1865,1106.19337,31.79,706303.0,Other
Lebanon,1865,1955.43418,29.66,457509.0,Asia
Liberia,1865,1497.52424,31.82,366326.0,Africa
Libya,1865,1367.48455,34.27,318334.0,Africa
St. Lucia,1865,876.70867,28.01,30571.0,Other
Sri Lanka,1865,1634.03621,32.94,2316410.0,Asia
Lesotho,1865,565.51642,34.08,197188.0,Africa
Lithuania,1865,2203.80513,29.14,1490591.0,Other
Luxembourg,1865,3592.53599,37.0,200423.0,Other
Latvia,1865,1552.32767,35.41,1223907.0,Other
Morocco,1865,1166.02871,32.99,3304095.0,Africa
Moldova,1865,1221.30394,32.73,1092155.0,Other
Madagascar,1865,752.48359,31.12,2709370.0,Africa
Maldives,1865,1123.11178,32.2,54323.0,Other
Mexico,1865,1310.75838,26.91,8953490.0,Americas
North Macedonia,1865,1134.68022,35.8,583764.0,Other
Mali,1865,862.05171,27.59,1689976.0,Africa
Malta,1865,1567.22188,28.52,173256.0,Other
Myanmar,1865,1072.36476,31.01,4080685.0,Asia
